"product_id","product_name","stock","product_code","ean","sku","category","our_price_brutto","tax","weight","description0","description1","description2","description3","description4","image0","image1","image2","image3","image4","image5","image6","image7","image8","image9","image10","image11","image12","image13","image14","image15","producer","color","width","height","wasModified","wasImported","exception",
"100012", "100L012 Spray do tablic suchościeralnych APLI", "233", "AP11825", "8410782118251", "100L012", "Tablice i prezentacja > Akcesoria do tablic > Gąbki płyny i pianki", "32.9", "23", "0.00", "Do szybkiego i dokładnego czyszczenia<br>Czyści wszelkie markery do tablic suchościeralnych<br>Dedykowany do szkół, uczelni, innych placówek dydaktycznych<br>Antystatyczny<br>Przyjazny środowisku - ulega biodegradacji<br>Nie zawiera alkoholu<br>Pojemność: 250ml", "", "", "", "", "http://cdn.pbspolska.eu/product_img/13/320/76592-13320-spray_do_tablic_suchoscieralnych_apli_250ml-800w.jpg", "http://cdn.pbspolska.eu/product_img/13/320/76593-13320-spray_do_tablic_suchoscieralnych_apli_250ml-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "APLI", "transparentny", "", "", "0", "0", "0"
"100013", "100L013 Magnesy BI OFFICE okrągłe średnica", "403", "GIM131709", "5603750300908", "100L013", "Tablice i prezentacja > Akcesoria do tablic > Taśma magnetyczna i magnesy", "15.07", "23", "0.00", "Mocne magnesy do tablic magnetycznych<br>Nie rysują powierzchni magnetycznej<br>Utrzymują ciężar do 0,75kg<br>średnica: 30mm<br>10 sztuki w j.s.<br>Mix kolorów", "", "", "", "", "http://cdn.pbspolska.eu/product_img/13/323/95463-13323-magnesy_bi_office_okragle_srednica_30mm_10szt_-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "BI-OFFICE", "mix kolorów", "", "", "0", "0", "0"
"100014", "100L014 Magnesy BI OFFICE okrągłe średnica", "474", "GIM141709", "5603750309093", "100L014", "Tablice i prezentacja > Akcesoria do tablic > Taśma magnetyczna i magnesy", "12.96", "23", "0.00", "Mocne magnesy do tablic magnetycznych<br>Nie rysują powierzchni magnetycznej<br>Utrzymują ciężar do 0,12kg<br>średnica: 20mm<br>10 sztuki w j.s.<br>Mix kolorów", "", "", "", "", "http://cdn.pbspolska.eu/product_img/13/324/95462-13324-magnesy_bi_office_okragle_srednica_20mm_10szt_-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "BI-OFFICE", "mix kolorów", "", "", "0", "0", "0"
"100015", "100L015 Magnesy BI OFFICE okrągłe średnica", "427", "GIM171709", "5603750307990", "100L015", "Tablice i prezentacja > Akcesoria do tablic > Taśma magnetyczna i magnesy", "16.4", "23", "0.00", "Mocne magnesy do tablic magnetycznych<br>Nie rysują powierzchni magnetycznej<br>Utrzymują do 14 kartek A4<br>średnica: 35mm<br>10 sztuki w j.s.<br>Mix kolorów", "", "", "", "", "http://cdn.pbspolska.eu/product_img/13/325/95464-13325-magnesy_bi_office_okragle_srednica_35mm_10szt_-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "BI-OFFICE", "mix kolorów", "", "", "0", "0", "0"
"100020", "100L020 Flipchart na trójnogu BI OFFICE 70x100cm", "84", "GEA2306315", "5603750503156", "100L020", "Tablice i prezentacja > Tablice > Flipchart", "319.41", "23", "0.00", "Flipchart z tablicą o powierzchni suchościeralno-magnetycznej<br>Stabilna, lekka konstrukcja z trójnogiem<br>Wąska, plastikowa rama<br>Regulowana wysokość i haki<br>Wyposażony w plastikową półkę na markery, gąbkę, magnesy<br>Unoszony zacisk umożliwia łatwą i sprawną wymianę bloku<br>Zapewnia dobry kontrast kolorów<br>Produkt pakowany jednostkowo w karton ochronny<br>Rozmiar tablicy: 70x100cm<br>Rozmiar flipcharta ze stelażem: 70x195cm", "", "", "", "", "http://cdn.pbspolska.eu/product_img/13/330/76529-13330-flipchart_na_trojnogu_bi_office_70x102cm_tabli-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "BI-OFFICE", "biały", "", "", "0", "0", "0"
"100021", "100L021 Flipchart na trójnogu BI OFFICE 70x100cm", "3", "GEA2306046", "5603750500469", "100L021", "Tablice i prezentacja > Tablice > Flipchart", "413.07", "23", "0.00", "Flipchart z tablicą o powierzchni suchościeralno-magnetycznej<br>Stabilna, lekka konstrukcja z trójnogiem<br>Wąska, aluminiowa rama<br>Regulowana wysokość<br>Wyposażony w plastikową półkę<br>Unoszony zacisk umożliwia łatwą i sprawną wymianę bloku<br>Wyciągane ramiona umożliwiają zawieszenie bloków<br>Ramiona magnetyczne<br>Zapewnia dobry kontrast kolorów<br>Produkt pakowany jednostkowo w karton ochronny<br>Rozmiar tablicy: 70x100cm<br>Rozmiar flipcharta ze stelażem: 70x195cm", "", "", "", "", "http://cdn.pbspolska.eu/product_img/13/331/76527-13331-flipchart_na_trojnogu_bi_office_70x102cm_tabli-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "BI-OFFICE", "biały", "", "", "0", "0", "0"
"100022", "100L022 Flipchart na trójnogu BI OFFICE 70x102cm", "50", "GEA23062124", "5603750502197", "100L022", "Tablice i prezentacja > Tablice > Flipchart", "561.03", "23", "0.00", "Flipchart z tablicą wysokiej jakości o powierzchni suchościeralno-magnetycznej<br>Stabilna, lekka konstrukcja z trójnogiem<br>Wąska, plastikowa rama, z alumniowym stelażem<br>Wyciągane, metalowe ramię umożliwia zawieszenie bloków<br>Regulowana wysokość<br>Wyposażony w aluminiową półkę<br>Dwa ruchome haczyki oraz unoszony zacisk umożliwiają łatwą i sprawną wymianę bloku<br>Produkt pakowany jednostkowo w karton ochronny<br>Rozmiar tablicy: 70x102cm<br>Rozmiar flipcharta ze stelażem: 70x195cm", "", "", "", "", "http://cdn.pbspolska.eu/product_img/13/332/113037-13332-flipchart_na_trojnogu_bi_office_70x102cm_tabl-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "BI-OFFICE", "biały", "", "", "0", "0", "0"
"100023", "100L023 Flipchart mobilny BI OFFICE 70x102cm", "28", "GEA4806175", "5603750506171", "100L023", "Tablice i prezentacja > Tablice > Flipchart", "861.9", "23", "0.00", "Flipchart z tablicą wysokiej jakości o powierzchni suchościeralno-magnetycznej<br>Mobilny - posiada 5 kółek umożliwiających szybkie przemieszczanie, z blokadą<br>Elegancka konstrukcja doskonale pasuje do spotkań biznesowych<br>Wąska rama wykonana z anodowanego aluminium<br>Możliwość regulacji kąta nachylenia tablicy<br>Wyposażony w składaną, plastikową półkę na markery, gąbkę, magnesy<br>Unoszony zacisk umożliwia łatwą i sprawną wymianę bloku<br>Produkt pakowany jednostkowo w karton ochronny", "Rozmiar tablicy: 70x102cm<br>Rozmiar flipcharta ze stelażem: 70x191cm", "", "", "", "http://cdn.pbspolska.eu/product_img/13/333/76535-13333-flipchart_mobilny_bi_office_70x102cm_tablica_s-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "BI-OFFICE", "biały", "", "", "0", "0", "0"
"100024", "100L024 Flipchart mobilny BI OFFICE 70x102cm", "9", "GEA4806176", "5603750504863", "100L024", "Tablice i prezentacja > Tablice > Flipchart", "1098.01", "23", "0.00", "Flipchart z tablicą najwyższej jakości o powierzchni suchościeralno-magnetycznej<br>Mobilny - posiada 5 kółek umożliwiających szybkie przemieszczanie, z blokadą<br>Wyjątkowo łatwy w użytkowaniu dzięki zastosowanym technologiom<br>Wąska rama wykonana z wytrzymałego plastiku<br>Wyciągane ramiona umożliwiają zawieszenie bloków i powiększają przestrzeń roboczą<br>Regulacja wysokości i kąta pochylania tablicy<br>Wyposażony w plastikową półkę na markery, gąbkę, magnesy", "Unoszony zacisk umożliwia łatwą i sprawną wymianę bloku<br>Produkt pakowany jednostkowo w karton ochronny<br>Rozmiar tablicy: 70x102cm", "", "", "", "http://cdn.pbspolska.eu/product_img/13/334/83592-13334-flipchart_mobilny_bi_office_70x102cm_tablica_s-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "BI-OFFICE", "biały", "", "", "0", "0", "0"
"100025", "100L025 Flipchart na trójnogu BI OFFICE 70x100cm", "8", "GEA2300113", "5603750503057", "100L025", "Tablice i prezentacja > Tablice > Flipchart", "316.29", "23", "0.00", "Flipchart z tablicą o powierzchni suchościeralnej<br>Stabilna, lekka konstrukcja z trójnogiem<br>Kompaktowa konstrukcja bez ramy<br>Regulowana wysokość<br>Wyposażony w metalową półkę na markery, gąbkę, magnesy<br>Odsłonięte haczyki ułatwiają zakładanie bloków papieru<br>Zapewnia dobry kontrast kolorów<br>Produkt pakowany jednostkowo w karton ochronny<br>Rozmiar tablicy: 70x100cm<br>Rozmiar flipcharta ze stelażem: 70x195cm", "", "", "", "", "http://cdn.pbspolska.eu/product_img/13/335/76531-13335-flipchart_na_trojnogu_bi_office_70x100cm_tabli-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "BI-OFFICE", "biały", "", "", "0", "0", "0"
