"product_id","product_name","stock","product_code","ean","sku","category","our_price_brutto","tax","weight","description0","description1","description2","description3","description4","image0","image1","image2","image3","image4","image5","image6","image7","image8","image9","image10","image11","image12","image13","image14","image15","producer","color","width","height","wasModified","wasImported","exception",
"179264", "179L264 Urządzenie wielofunkcyjne HP LaserJet", "0", "PERHP-WLK0065", "190781160410", "179L264", "brak", "799.5", "23", "0.00", "Urządzenia wielofunkcyjne HP seria LaserJet Pro M28aTechnologia druku laserowa. Drukarka, skaner, kopiarka. Format A4. Prędkość druku do 18 str./min. (ISO/IEC 24711). Rozdzielczość druku do 600x600 dpi. Rozdzielczość skanowania do 600x600 dpi. Łączność:Port Hi-Speed USB 2.0. Eksploatacja: toner CF244A (1000 str.).Wysoka wydajność i niewielkie wymiaryŁatwe radzenie sobie z zadaniami i możliwość korzystania z wielu funkcji na jednym urządzeniu – drukowania, skanowania i kopiowania.Prędkość druku do 18/19 str./min maksymalizuje efektywny czas pracy.Łatwe skanowanie dokumentów bezpośrednio do pliku PDF i wiadomości poczty elektronicznej za pomocą fabrycznie zainstalowanych aplikacji biznesowych.Łatwe kopiowanie obu stron dowodów tożsamości na jednej stronie arkusza papieru.Technologia HP Auto-On/Auto-Off zapewnia oszczędność energii.Szybkie wykonywanie zadań drukowania dzięki zainstalowanym fabrycznie oryginalnym wkładom z tonerem HP.", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "HP", "biały", "", "", "0", "0", "1"
