"product_id","product_name","stock","product_code","ean","sku","category","our_price_brutto","tax","weight","description0","description1","description2","description3","description4","image0","image1","image2","image3","image4","image5","image6","image7","image8","image9","image10","image11","image12","image13","image14","image15","producer","color","width","height","wasModified","wasImported","exception",
"193018", "193L018 OŁÓWEK AUTOMATYCZNY BEIFA WMZ 05MM Z", "500", "MB175000", "6953070956705", "193L018", "Artykuły piśmiennicze > Ołówki i akcesoria > Ołówek automatyczny", "3.78", "23", "0.00", "Ołówek automatyczny wraz z gumką do mazania. Niebieski kolor wkładu. Dostępny w 5 kolorach obudowy. Pakowany w display", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/8030/5355_M0.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "BEIFA", "", "", "", "0", "0", "0"
"193020", "193L020 MAGNESY MEMOBOARDS DO TABLIC 4 SZT.", "500", "MB21B4", "5902884161271", "193L020", "Tablice i prezentacja > Akcesoria do tablic > Taśma magnetyczna i magnesy", "2.69", "23", "0.00", "Okrągłe magnesy do tablic magnetycznych Memoboards. Kolory magnesów: 2 szt. białe, 2 szt. czerwone. Magnesy o średnicy 40 mm na blistrze w ilości 4 szt. Magnesy przeznaczone do tablic magnetycznych.", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/14905/8984_M0.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "MEMOBOARDS", "", "", "", "0", "0", "0"
"193021", "193L021 MAGNESY MEMOBOARDS DO TABLIC 6 SZT.", "500", "MB21B6", "5902884161240", "193L021", "Tablice i prezentacja > Akcesoria do tablic > Taśma magnetyczna i magnesy", "3.03", "23", "0.00", "Okrągłe magnesy do tablic magnetycznych Memoboards. Kolory magnesów: 2 szt. białe, 2 szt. niebieskie, 2 szt. czerwone. Magnesy o średnicy 30 mm na blistrze w ilości 6 szt. Magnesy przeznaczone do tablic magnetycznych.", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/14904/8983_M0.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "MEMOBOARDS", "", "", "", "0", "0", "0"
"193024", "193L024 KREDA BIAŁA DO TABLIC MEMOBOARDS 12 SZT.", "500", "MB40KB12", "5902884161974", "193L024", "Tablice i prezentacja > Akcesoria do tablic", "0.68", "23", "0.00", "Kreda biała do tablic, 'paluszki', f 9,5x 80 mm, 12 szt. w kartonie.", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/14895/18135_M0.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "MEMOBOARDS", "", "", "", "0", "0", "0"
"193026", "193L026 KREDA KOLOROWA DO TABLIC MEMOBOARDS12", "500", "MB40KK12", "5902884161912", "193L026", "Tablice i prezentacja > Akcesoria do tablic", "0.85", "23", "0.00", "Kreda kolorowa do tablic, 6 kolorów (żółty, pomarańczowy, czerwony, zielony,niebieski, fioletowy), 'paluszki', f 9,5x 80 mm, 12 szt. w kartonie", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/14892/18133_M0.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "MEMOBOARDS", "", "", "", "0", "0", "0"
"193027", "193L027 Cyrkiel szkolny MEMOBE w kasecie", "500", "MC003", "5903273503030", "193L027", "Artykuły szkolne > Artykuły techniczne i kreślarskie > Cyrkiel", "5.95", "23", "0.00", "Metalowy cyrkiel z regulacją kąta nachylenia grafitu. Solidny mechanizm regulacji promienia<br><br>Rysowanych okręgów, zapobiega efektowi<br><br>„elipsy” przy mocniejszym przyciśnięciu cyrkla do papieru. Łatwy w obsłudze system wymiany<br><br>Grafitów. Maksymalna średnica rysowanych okręgów 32cm. W zestawie pakiet zapasowych grafitów w plastikowym pojemniczku z zatyczką. Idealny do zastosowań szkolnych na lekcjach matematyki, techniki i plastyki.", "", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/20103/42298_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20103/42299_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20103/42300_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20103/55117_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20103/55118_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20103/55119_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20103/55120_M0.jpg", "", "", "", "", "", "", "", "", "MEMOBE", "", "", "", "0", "0", "0"
"193029", "193L029 Cyrkiel szkolny MEMOBE z systemem", "500", "MC005", "5903273503092", "193L029", "Artykuły szkolne > Artykuły techniczne i kreślarskie > Cyrkiel", "17.04", "23", "0.00", "Metalowy cyrkiel precyzyjny, zerownik. Dokładny i łatwy w obsłudze za pomocą pokrętła, którego mechanizm umożliwia regulację promienia rysowanych okręgów. Idealny do rysowania okręgów o wyjątkowo małej średnicy w rysunkach technicznych.  Maksymalna średnica rysowanych okręgów to 34cm. W zestawie pakiet zapasowych grafitów w plastikowym pojemniczku z zatyczką.", "", "", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/20108/44235_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20108/44236_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20108/44237_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20108/44238_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20108/44239_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20108/55086_M0.jpg", "", "", "", "", "", "", "", "", "MEMOBE", "", "", "", "0", "0", "0"
"193030", "193L030 Cyrkiel szkolny MEMOBE z", "500", "MC006", "5903273503122", "193L030", "Artykuły szkolne > Artykuły techniczne i kreślarskie > Cyrkiel", "6.15", "23", "0.00", "Metalowy cyrkiel z uchwytem na ołówek. Solidny mechanizm regulacji promienia rysowanych okręgów, zapobiega efektowi „elipsy” przy mocniejszym przyciśnięciu cyrkla do papieru. Precyzyjny i praktyczny mechanizm montażu ołówków o różnej średnicy. Maksymalna średnica rysowanych okręgów to 34cm. Idealny do zastosowań szkolnych na lekcjach matematyki, techniki i plastyki.", "", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/20107/42304_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20107/42305_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20107/42306_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20107/55087_M0.jpg", "", "", "", "", "", "", "", "", "", "", "", "MEMOBE", "", "", "", "0", "0", "0"
"193031", "193L031 Cyrkiel szkolny MEMOBE zestaw 4", "500", "MC007", "5903273503153", "193L031", "Artykuły szkolne > Artykuły techniczne i kreślarskie > Cyrkiel", "8.51", "23", "0.00", "Zestaw 4-elementowy bazowany na<br><br>Metalowym cyrklu z regulacją kąta<br><br>Nachylenia grafitu. Solidny mechanizm regulacji promienia rysowanych okręgów zapobiega efektowi „elipsy” przy mocniejszym przyciśnięciu<br><br>Cyrkla do papieru. Łatwy w obsłudze system wymiany grafitów. Maksymalna średnica rysowanych okręgów to 36cm. W zestawie pakiet zapasowych grafitów w plastikowym pojemniczku z zatyczką, końcówka do tuszu, uchwyt grafionu. Idealny do zastosowań szkolnych na lekcjach matematyki, techniki i plastyki.", "", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/20104/42307_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20104/42308_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20104/42309_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20104/55088_M0.jpg", "", "", "", "", "", "", "", "", "", "", "", "MEMOBE", "", "", "", "0", "0", "0"
"193032", "193L032 Cyrkiel szkolny MEMOBE z", "500", "MC008", "5903273503009", "193L032", "Artykuły szkolne > Artykuły techniczne i kreślarskie > Cyrkiel", "3.97", "23", "0.00", "Metalowy cyrkiel z regulacją kąta nachylenia grafitu. Solidny mechanizm regulacji promienia<br><br> rysowanych okręgów, zapobiega efektowi „elipsy” przy mocniejszym przyciśnięciu cyrkla do papieru. Łatwy w obsłudze system wymiany<br><br>Grafitów. Maksymalna średnica rysowanych okręgów to 32cm. Idealny do zastosowań szkolnych na lekcjach matematyki, techniki i plastyki. Pakowany w plastikową kasetę z linijką<br><br>Pełniącą funkcję wieczka kasety.", "", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/20106/42296_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20106/42297_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20106/55008_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20106/55009_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20106/55010_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20106/55011_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/20106/55116_M0.jpg", "", "", "", "", "", "", "", "", "MEMOBE", "", "", "", "0", "0", "0"
"193033", "193L033 Ekran projekcyjny MEMOBE przenośny na", "3", "MEP150150-48-00", "5903273502408", "193L033", "Tablice i prezentacja > Prezentacja multimedialna > Ekrany", "531.32", "23", "0.00", "Ekran projekcyjny przenośny na trójnogu BASIC 150x150 cm. Powierzchnia ekranu biała matowa Matt White. Stalowa trwała kaseta teleskopowa w kolorze czarnym (RAL 9005) doskonale zabezpiecza tkaninę przed zabrudzeniem i uszkodzeniami podczas transportu. Bardzo cichy mechanizm rolujący. Stalowa konstrukcja stelaża w kolorze czarnym (RAL 9005) na trójnogu wykończonym gumowymi antypoślizgowymi nakładkami. Stelaż wyposażony w uchwyt regulujący wysokość ekranu. Ekran doskonale sprawdza się, zarówno podczas prezentacji biznesowych, jak i lekcji szkolnych i akademickich.", "<br>Matt White - uniwersalna tkanina projekcyjna, biała, matowa typu D, umożliwiająca użytkowanie ekranu w różnych warunkach oświetlenia<br><br>Podłoże ekranu wykonane z tkaniny poliestrowej pokrytej na tylnej stronie czarną nieprzeźroczystą powłoką z tworzywa sztucznego<br><br>Powierzchnia Matt White zapewnia odpowiedni współczynnik odbicia światła gain oraz kąt oglądalności<br><br>Skala jasności - zgodnie z normą DIN 19045 typu D (równomiernie we wszystkich kierunkach)", "<br>Współczynnik odbicia światła przez tkaninę gain - 1,1<br><br>Kąt widzenia - 150°<br><br>Grubość tkaniny - 0,35 mm<br><br>Gramatura tkaniny - ok. 0,500 g/m2<br><br>Odporność na ogień - zgodnie z normą DIN 4102 część 1 - B2                                                      <br><br>W zależności od rozmiaru ekranu przekrój stalowej kasety wynosi odpowiednio dla wymiaru: 150x150 cm, 180x180 cm - 5,5 cm i 200x200 cm, 240x180 cm - 6,5 cm", "", "", "http://zasoby.amexb2x.com/zdjecia/19930/17486_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19930/40469_M0.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "MEMOBE", "", "", "", "0", "0", "0"
"193034", "193L034 Ekran projekcyjny MEMOBE manualny", "6", "MEP150150-49-00", "5903273502439", "193L034", "Tablice i prezentacja > Prezentacja multimedialna > Ekrany", "457.45", "23", "0.00", "Ekran projekcyjny manualny ścienny lub sufitowy BASIC 150x150 cm. Powierzchnia ekranu biała matowa z czarną obwódką Matt White. Stalowa trwała kaseta w kolorze białym (RAL 9016) doskonale zabezpiecza tkaninę przed zabrudzeniem i uszkodzeniami podczas transportu. Kaseta wyposażona w stalowy mechanizm sprężynowy blokujący tkaninę co 13 cm. Mocowanie do ściany lub sufitu za pomocą odpowiednich zacisków i łączników.<br><br>Matt White - uniwersalna tkanina projekcyjna, szklana, biała matowa z czarną obwódką, typu D, umożliwiająca użytkowanie ekranu w różnych warunkach oświetlenia", "<br>Tkanina szklana należy do kategorii materiałów termoizolacyjnych i elektroizolacyjnych oraz charakteryzuje się wysoką odpornością i wytrzymałością na przebicie<br><br>Podłoże ekranu na tylnej stronie pokryte jest czarną nieprzeźroczystą powłoką z tworzywa sztucznego<br><br>Powierzchnia Matt White zapewnia odpowiedni współczynnik odbicia światła gain oraz kąt oglądalność<br><br>Skala jasności - zgodnie z normą DIN 19045 typu D (równomiernie we wszystkich kierunkach)", "<br>Współczynnik odbicia światła gain - 1,1<br><br>Kąt widzenia - 150°<br><br>Grubość tkaniny - 0,35 mm<br><br>Gramatura tkaniny - ok. 0,600 g/m2<br><br>Odporność na ogień - zgodnie z normą DIN 4102 część 1 - B2                                               <br><br>W zależności od rozmiaru ekranu przekrój stalowej kasety wynosi odpowiednio dla wymiaru: 150x150 cm, 180x180 cm - 5,5 cm i 200x200 cm, 240x240 cm - 6,5 cm", "", "", "http://zasoby.amexb2x.com/zdjecia/19933/19253_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19933/19254_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19933/19255_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19933/19256_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19933/19257_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19933/40472_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19933/40473_M0.jpg", "", "", "", "", "", "", "", "", "", "MEMOBE", "", "", "", "0", "0", "0"
"193035", "193L035 Ekran projekcyjny MEMOBE przenośny na", "10", "MEP180180-48-00", "5903273502415", "193L035", "Tablice i prezentacja > Prezentacja multimedialna > Ekrany", "618.46", "23", "0.00", "Ekran projekcyjny przenośny na trójnogu BASIC 180x180 cm. Powierzchnia ekranu biała matowa Matt White. Stalowa trwała kaseta teleskopowa w kolorze czarnym (RAL 9005) doskonale zabezpiecza tkaninę przed zabrudzeniem i uszkodzeniami podczas transportu. Bardzo cichy mechanizm rolujący. Stalowa konstrukcja stelaża w kolorze czarnym (RAL 9005) na trójnogu wykończonym gumowymi antypoślizgowymi nakładkami. Stelaż wyposażony w uchwyt regulujący wysokość ekranu. Ekran doskonale sprawdza się, zarówno podczas prezentacji biznesowych, jak i lekcji szkolnych i akademickich.", "<br>Matt White - uniwersalna tkanina projekcyjna, biała, matowa typu D, umożliwiająca użytkowanie ekranu w różnych warunkach oświetlenia<br><br>Podłoże ekranu wykonane z tkaniny poliestrowej pokrytej na tylnej stronie czarną nieprzeźroczystą powłoką z tworzywa sztucznego<br><br>Powierzchnia Matt White zapewnia odpowiedni współczynnik odbicia światła gain oraz kąt oglądalności<br><br>Skala jasności - zgodnie z normą DIN 19045 typu D (równomiernie we wszystkich kierunkach)", "<br>Współczynnik odbicia światła przez tkaninę gain - 1,1<br><br>Kąt widzenia - 150°<br><br>Grubość tkaniny - 0,35 mm<br><br>Gramatura tkaniny - ok. 0,500 g/m2<br><br>Odporność na ogień - zgodnie z normą DIN 4102 część 1 - B2                                                      <br><br>W zależności od rozmiaru ekranu przekrój stalowej kasety wynosi odpowiednio dla wymiaru: 150x150 cm, 180x180 cm - 5,5 cm i 200x200 cm, 240x180 cm - 6,5 cm", "", "", "http://zasoby.amexb2x.com/zdjecia/19931/17487_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19931/40470_M0.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "MEMOBE", "", "", "", "0", "0", "0"
"193036", "193L036 Ekran projekcyjny MEMOBE manualny", "10", "MEP180180-49-00", "5903273502446", "193L036", "Tablice i prezentacja > Prezentacja multimedialna > Ekrany", "513.33", "23", "0.00", "Ekran projekcyjny manualny ścienny lub sufitowy BASIC 180x180 cm. Powierzchnia ekranu biała matowa z czarną obwódką Matt White. Stalowa trwała kaseta w kolorze białym (RAL 9016) doskonale zabezpiecza tkaninę przed zabrudzeniem i uszkodzeniami podczas transportu. Kaseta wyposażona w stalowy mechanizm sprężynowy blokujący tkaninę co 13 cm. Mocowanie do ściany lub sufitu za pomocą odpowiednich zacisków i łączników.<br><br>Matt White - uniwersalna tkanina projekcyjna, szklana, biała matowa z czarną obwódką, typu D, umożliwiająca użytkowanie ekranu w różnych warunkach oświetlenia", "<br>Tkanina szklana należy do kategorii materiałów termoizolacyjnych i elektroizolacyjnych oraz charakteryzuje się wysoką odpornością i wytrzymałością na przebicie<br><br>Podłoże ekranu na tylnej stronie pokryte jest czarną nieprzeźroczystą powłoką z tworzywa sztucznego<br><br>Powierzchnia Matt White zapewnia odpowiedni współczynnik odbicia światła gain oraz kąt oglądalności<br><br>Skala jasności - zgodnie z normą DIN 19045 typu D (równomiernie we wszystkich kierunkach)", "<br>Współczynnik odbicia światła gain - 1,1<br><br>Kąt widzenia - 150°<br><br>Grubość tkaniny - 0,35 mm<br><br>Gramatura tkaniny - ok. 0,600 g/m2<br><br>Odporność na ogień - zgodnie z normą DIN 4102 część 1 - B2                                               <br><br>W zależności od rozmiaru ekranu przekrój stalowej kasety wynosi odpowiednio dla wymiaru: 150x150 cm, 180x180 cm - 5,5 cm i 200x200 cm, 240x240 cm - 6,5 cm", "", "", "http://zasoby.amexb2x.com/zdjecia/19934/19258_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19934/19259_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19934/19260_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19934/19261_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19934/19262_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19934/40474_M0.jpg", "", "", "", "", "", "", "", "", "", "", "MEMOBE", "", "", "", "0", "0", "0"
"193040", "193L040 Flipchart na trójnogu MEMOBE", "500", "MF001", "5902884168966", "193L040", "Tablice i prezentacja > Tablice > Flipchart", "322.01", "23", "0.00", "Flipchart BASIC na trójnogu, suchościeralny magnetyczny. Powierzchnia wykonana ze stali lakierowanej o grubości 2 mm w kolorze białym. Rozmiar tablicy 70x100 cm. Regulowana wysokość nóżek (180 cm). Stabilna metalowa konstrukcja, metalowy docisk do papieru, rama plastikowa w kolorze białym. Tył tablicy wykończony okleiną w kolorze białym. Metalowa półka o długości 70 cm. Flipchart przeznaczony do pisania markerami oraz zawieszania kartek za pomocą magnesów.", "", "", "", "", "http://zasoby.amexb2x.com/zdjecia/19943/17509_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19943/17510_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19943/40456_M0.jpg", "", "http://zasoby.amexb2x.com/zdjecia/19943/60169_M0.jpg", "", "http://zasoby.amexb2x.com/zdjecia/19943/60171_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19943/61421_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19943/61422_M0.jpg", "", "", "", "", "", "", "", "MEMOBE", "", "", "", "0", "0", "0"
"193041", "193L041 Flipchart na trójnogu MEMOBE", "102", "MF002", "5902884168973", "193L041", "Tablice i prezentacja > Tablice > Flipchart", "476.39", "23", "0.00", "Flipchart AQUA na trójnogu, suchościeralny magnetyczny z 2 metalowymi ramionami. Powierzchnia wykonana ze stali lakierowanej o właściwościach suchościeralnych i magnetycznych. Rozmiar tablicy 68x105 cm. Regulowana wysokość nóżek (do 180 cm). Stabilna aluminiowa konstrukcja w kolorze popielatym. Elegancki metalowy docisk do papieru oraz plastikowa rama i półka o długości 68 cm w kolorze popielatym. Okres gwarancji na powierzchnię - 10 lat. Na produkt - 2 lata.<br><br>Flipchart przeznaczony do pisania markerami oraz zawieszania kartek za pomocą magnesów. Produkt skierowany jest zarówno do biur, gdzie doskonale sprawdza się podczas spotkań, konferencji, czy szkoleń i stanowi znakomite wsparcie dla liderów spotkań biznesowych, jak i rekomendowany jest do szkół, gdzie pełni rolę nowoczesnego środka dydaktycznego, dzięki któremu w jasny i czytelny sposób prezentowane są komunikaty wizualne podczas lekcji i wykładów.", "<br>Flipcharty pozwalają w łatwy i szybki sposób zanotować i zaprezentować najistotniejsze informacje. Stanowią również doskonałą alternatywę dla tablic, których montaż jest często niemożliwy we wszystkich  pomieszczeniach, w których odbywają się spotkania biznesowe. Flipcharty są łatwe do przenoszenia, co stanowi ich dodatkowy atut.", "", "", "", "http://zasoby.amexb2x.com/zdjecia/19957/17519_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19957/17520_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19957/40457_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19957/60315_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19957/60316_M0.jpg", "", "", "http://zasoby.amexb2x.com/zdjecia/19957/61531_M0.jpg", "http://zasoby.amexb2x.com/zdjecia/19957/61532_M0.jpg", "", "", "", "", "", "", "", "MEMOBE", "", "", "", "0", "0", "0"
