"product_id","product_name","stock","product_code","ean","sku","category","our_price_brutto","tax","weight","description0","description1","description2","description3","description4","image0","image1","image2","image3","image4","image5","image6","image7","image8","image9","image10","image11","image12","image13","image14","image15","producer","color","width","height","wasModified","wasImported","exception",
"104533", "104L533 Kalkulator biurowy CITIZEN CDC 112 WB 12", "8", "CI-CDC112WB", "4562195133001", "104L533", "Urządzenia biurowe > Kalkulatory > Kalkulator biurowy", "71.76", "23", "0.00", "Kalkulator z 12-cyfrowym wyświetlaczem<br>Podwójny system zasilania (bateria słoneczna i baterie)<br>Stały kąt nachylenia wyświetlacza<br>Wymiar: 174x130x33mm<br>Funkcja pierwiastka kwadratowego, obliczania procentów, obliczanie ceny z i bez podatku, szybkie dodawanie/odejmowanie lokalnych podatków obrotowych od wartości<br>Wyłącza się automatycznie<br>2 lata gwarancji<br>Kolor: szary", "", "", "", "", "http://cdn.pbspolska.eu/product_img/69/951/185614-69951-kalkulator_biurowy_citizen_cdc_112_wb_12_cyfr-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "CITIZEN", "szary", "", "", "0", "0", "0"
"104534", "104L534 Kalkulator biurowy CITIZEN CDC 80WB 8", "229", "CI-CDC80BLWB", "4562195133070", "104L534", "Urządzenia biurowe > Kalkulatory > Kalkulator biurowy", "60.02", "23", "0.00", "Kalkulator z 8-cyfrowym wyświetlaczem<br>Podwójny system zasilania (bateria słoneczna i baterie)<br>Stały kąt nachylenia wyświetlacza<br>Wymiar: 135x105x24mm<br>Funkcja pierwiastka kwadratowego, obliczania procentów oraz podatków<br>Zasada pełnych kosztów<br>Wyposażony w klawisz zmiany znaku<br>Wyłącza się automatycznie<br>2 lata gwarancji<br>Kolor: niebieski", "", "", "", "", "http://cdn.pbspolska.eu/product_img/69/952/108281-69952-kalkulator_biurowy_citizen_cdc_80wb_8_cyfrowy-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "CITIZEN", "niebieski", "", "", "0", "0", "0"
"104535", "104L535 Kalkulator biurowy CITIZEN CMB1001 BK", "1874", "CI-CMB1001BK", "4562195139218", "104L535", "Urządzenia biurowe > Kalkulatory > Kalkulator biurowy", "23.67", "23", "0.00", "Kalkulator z 10-cyfrowym wyświetlaczem<br>Podwójny system zasilania (bateria słoneczna i baterie)<br>Stały kąt nachylenia wyświetlacza<br>Wymiar: 137x102x31mm<br>Funkcja pierwiastka kwadratowego oraz obliczania procentów<br>Trzy przyciski pamięci<br>Przycisk z podwójnym zerem<br>Wyłącza się automatycznie<br>2 lata gwarancji<br>Kolor: czarny", "", "", "", "", "http://cdn.pbspolska.eu/product_img/69/953/108282-69953-kalkulator_biurowy_citizen_cmb1001_bk_busines-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/953/108283-69953-kalkulator_biurowy_citizen_cmb1001_bk_busines-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/953/108284-69953-kalkulator_biurowy_citizen_cmb1001_bk_busines-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "CITIZEN", "czarny", "", "", "0", "0", "0"
"104536", "104L536 Kalkulator biurowy CITIZEN CMB1201 BK", "514", "CI-CMB1201BK", "4562195139225", "104L536", "Urządzenia biurowe > Kalkulatory > Kalkulator biurowy", "24.34", "23", "0.00", "Kalkulator z 12-cyfrowym wyświetlaczem<br>Podwójny system zasilania (bateria słoneczna i baterie)<br>Stały kąt nachylenia wyświetlacza<br>Wymiar: 137x102x31mm<br>Funkcja pierwiastka kwadratowego oraz obliczania procentów<br>Trzy przyciski pamięci<br>Przycisk z podwójnym zerem<br>Wyłącza się automatycznie<br>2 lata gwarancji<br>Kolor: czarny", "", "", "", "", "http://cdn.pbspolska.eu/product_img/69/954/108285-69954-kalkulator_biurowy_citizen_cmb1201_bk_busines-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/954/108286-69954-kalkulator_biurowy_citizen_cmb1201_bk_busines-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/954/108287-69954-kalkulator_biurowy_citizen_cmb1201_bk_busines-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "CITIZEN", "czarny", "", "", "0", "0", "0"
"104537", "104L537 Kalkulator biurowy CITIZEN CMB801 BK", "1894", "CI-CMB801BK", "4562195139201", "104L537", "Urządzenia biurowe > Kalkulatory > Kalkulator biurowy", "23", "23", "0.00", "Kalkulator z 8-cyfrowym wyświetlaczem<br>Podwójny system zasilania (bateria słoneczna i baterie)<br>Stały kąt nachylenia wyświetlacza<br>Wymiar: 137x102x31mm<br>Funkcja pierwiastka kwadratowego oraz obliczania procentów<br>Trzy przyciski pamięci<br>Wyłącza się automatycznie<br>2 lata gwarancji<br>Kolor: czarny", "", "", "", "", "http://cdn.pbspolska.eu/product_img/69/955/108288-69955-kalkulator_biurowy_citizen_cmb801_bk_business-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/955/108289-69955-kalkulator_biurowy_citizen_cmb801_bk_business-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/955/108290-69955-kalkulator_biurowy_citizen_cmb801_bk_business-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "CITIZEN", "czarny", "", "", "0", "0", "0"
"104538", "104L538 Kalkulator naukowy CITIZEN SR 270XCFS 10", "27", "CI-SR270XCFS", "4562195134404", "104L538", "Urządzenia biurowe > Kalkulatory > Kalkulator naukowy", "158.51", "23", "0.00", "Kalkulator z 12-cyfrowym wyświetlaczem<br>2 linie wyświetlania<br>Wymiar: 164x84x20mm<br>276 funkcji naukowych<br>Działania matematyczne: 1/x,sqrt(x),x²,%, opcja dziesiętna stałoprzecinkowa, liczby zespolone, pi, algebraiczny system wprowadzania<br>Statystyki: kombinacje, permutacje, odchylenie średnie, standardowe, statystyka z 1 lub 2 zmiennymi<br>Aplikacja trygonometryczna: Deg/Rad/Grad, funkcje hiperboliczne, zamiana współrzędnych biegunowych na prostokątne i zamiana kątów, zamiana dziesiętna godz. / godz.min.sek., Sin/Cos/Tan i odwrotność", "Wyłącza się automatycznie<br>Sztywne etui<br>2 lata gwarancji<br>Kolor: czarny", "", "", "", "http://cdn.pbspolska.eu/product_img/69/957/108292-69957-kalkulator_naukowy_citizen_sr_270xcfs_10_2_cy-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "CITIZEN", "czarny", "", "", "0", "0", "0"
"104539", "104L539 Dozownik mydła w pianie DEB Proline", "45", "HG-021500", "5010424079129", "104L539", "Środki czystości i higiena > Środki czystości > Dozowniki do mydła", "39.96", "23", "0.00", "Nowoczesny, higieniczny i wydajny naścienny dozownik<br>Z okienkiem podglądu stanu zużycia wkładu<br>Urządzenie dedykowane do stosowania z wkładami (kartridżami) firmy DEB o pojemności 1 litra<br>Ekonomiczny system dozujący ogranicza nadmierne zużycie<br>Konstrukcja została wykonana z plastiku ABS co ogranicza uszkodzenia<br>Posiada nadrukowane czytelne ikony sposobu użycia oraz zamek na klucz serwisowy<br>Obudowę wykonano w technologii BIO-COTE tzn. wtopiono mikro cząsteczki srebra zapobiegające namnażaniu bakterii na obudowie dozownika co ogranicza ryzyko przenoszenia drobnoustrojów przez użytkowników", "Duży klawisz dozowania zapewnia wygodną obsługę<br>W zestawie kluczyk i komplet kołków montażowych oraz instrukcja<br>Wymiary: 233x 30x115mm<br>Waga: 250g<br>Kolor: biały", "", "", "", "http://cdn.pbspolska.eu/product_img/69/958/108315-69958-dozownik_mydla_w_pianie_deb_proline_chrome_bo-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "CHEMIA", "biały", "", "", "0", "0", "0"
"104544", "104L544 Etykiety uniwersalne APLI 49x100mm", "449", "AP1881", "8410782018810", "104L544", "Artykuły biurowe > Kolorowe karteczki > Zakładki indeksujące", "9.86", "23", "0.00", "Uniwersalne etykiety samoprzylepne do drukarek atramentowych, laserowych i kserokopiarek<br>Specjalna formuła kleju nie ulega rozpuszczeniu przy wysokich temperaturach, dzięki czemu nie wycieka i nie odkłada się na mechanizmie drukarki<br>Rozmiar etykiety: 49x100mm<br>Format arkusza: A5<br>Liczba etykiet na arkuszu: 6<br>Rozmiary etykiet zgodne z najbardziej popularnymi programami komputerowymi<br>Posiadają certyfikat FSC, który gwarantuje, że papier pochodzi z ekologicznie zarządzanych obszarów leśnych", "Darmowy program do projektowania i wydruku etykiet APLI SOFT kompatybilny również z oprogramowaniem Windows 7 dostępny na stronach producenta lub pbs<br>17 arkuszy w j.s.<br>Kolor biały", "", "", "", "http://cdn.pbspolska.eu/product_img/69/969/108304-69969-etykiety_uniwersalne_apli_49x100mm_zaokraglon-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "APLI", "biały", "100", "49", "0", "0", "0"
"104545", "104L545 Zszywacz KANGARO DS 35 zszywa do 30", "127", "KADS35-04", "8901057309233", "104L545", "Artykuły biurowe > Zszywacze i rozszywacze > Zszywacz biurowy", "13.39", "23", "0.00", "Metalowy ergonomiczny korpus, mechanizm oraz podstawa z antypoślizgowymi gumowymi nóżkami<br>Zszywanie: otwarte, zamknięte oraz tapicerskie<br>Wbudowany rozszywacz z uchwytem na zszywki<br>Wskaźnik zużycia zszywek<br>Zszywki: 24/6 lub 26/6<br>Pojemność: 50 lub 100 zszywek<br>Zszywa: do 30 kartek<br>Głębokość wsunięcia kartki: 50mm<br>10 lat gwarancji<br>Na ramieniu nadrukowana nazwa i logo producenta, , model oraz rozmiar zszywek<br>Kolor: czerwony", "", "", "", "", "http://cdn.pbspolska.eu/product_img/69/970/108305-69970-zszywacz_kangaro_ds_35_zszywa_do_30_kartek_me-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/970/252056-69970-zszywacz_kangaro_ds_35_zszywa_do_30_kartek_me-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "KANGARO", "czerwony", "", "", "0", "0", "0"
"104546", "104L546 Zszywacz KANGARO DS 35 zszywa do 30", "149", "KADS35-03", "8901057309202", "104L546", "Artykuły biurowe > Zszywacze i rozszywacze > Zszywacz biurowy", "13.39", "23", "0.00", "Metalowy ergonomiczny korpus, mechanizm oraz podstawa z antypoślizgowymi gumowymi nóżkami<br>Zszywanie: otwarte, zamknięte oraz tapicerskie<br>Wbudowany rozszywacz z uchwytem na zszywki<br>Wskaźnik zużycia zszywek<br>Zszywki: 24/6 lub 26/6<br>Pojemność: 50 lub 100 zszywek<br>Zszywa: do 30 kartek<br>Głębokość wsunięcia kartki: 50mm<br>10 lat gwarancji<br>Na ramieniu nadrukowana nazwa i logo producenta, , model oraz rozmiar zszywek<br>Kolor: granatowy", "", "", "", "", "http://cdn.pbspolska.eu/product_img/69/971/108306-69971-zszywacz_kangaro_ds_35_zszywa_do_30_kartek_me-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/971/252055-69971-zszywacz_kangaro_ds_35_zszywa_do_30_kartek_me-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "KANGARO", "granatowy", "", "", "0", "0", "0"
"104548", "104L548 Zszywacz KANGARO DS 35 zszywa do 30", "150", "KADS35-05", "8901057309196", "104L548", "Artykuły biurowe > Zszywacze i rozszywacze > Zszywacz biurowy", "13.39", "23", "0.00", "Metalowy ergonomiczny korpus, mechanizm oraz podstawa z antypoślizgowymi gumowymi nóżkami<br>Zszywanie: otwarte, zamknięte oraz tapicerskie<br>Wbudowany rozszywacz z uchwytem na zszywki<br>Wskaźnik zużycia zszywek<br>Zszywki: 24/6 lub 26/6<br>Pojemność: 50 lub 100 zszywek<br>Zszywa: do 30 kartek<br>Głębokość wsunięcia kartki: 50mm<br>10 lat gwarancji<br>Na ramieniu nadrukowana nazwa i logo producenta, , model oraz rozmiar zszywek<br>Kolor: czarny", "", "", "", "", "http://cdn.pbspolska.eu/product_img/69/973/108308-69973-zszywacz_kangaro_ds_35_zszywa_do_30_kartek_me-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "", "KANGARO", "czarny", "", "", "0", "0", "0"
"104557", "104L557 Pióro wieczne SCHNEIDER Inx Sportive", "19", "SR167623", "4004675118875", "104L557", "Artykuły szkolne > Przybory szkolne do pisania > Pióra szkolne", "34.44", "23", "0.00", "Ergonomiczny, profilowany na kształt trójkąta, gumowany uchwyt<br>Uzupełnianie klasycznymi nabojami zapasowymi<br>Wysokiej jakości stalówka ze stali szlachetnej z irydową końcówką gwarantującą miękkie, gładkie pisanie<br>Duża, zamykana zatrzaskowo skuwka z wytrzymałym metalowym klipsem<br>Odpowiednie zarówno dla prawo- jak i leworęcznych<br>Kolor atramentu: niebieski (1 nabój w komplecie)<br>Kolor obudowy: ciemnoniebieski", "", "", "", "", "http://cdn.pbspolska.eu/product_img/69/983/108320-69983-pioro_wieczne_schneider_inx_sportive_2018_cie-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/983/108321-69983-pioro_wieczne_schneider_inx_sportive_2018_cie-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/983/108322-69983-pioro_wieczne_schneider_inx_sportive_2018_cie-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/983/108323-69983-pioro_wieczne_schneider_inx_sportive_2018_cie-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "SCHNEIDER", "ciemnoniebieski", "", "", "0", "0", "0"
"104564", "104L564 Pióro wieczne SCHNEIDER Base Kid 2018 A", "68", "SR162821", "4004675118950", "104L564", "Artykuły szkolne > Przybory szkolne do pisania > Pióra szkolne", "45.34", "23", "0.00", "Pióro przeznaczone dla najmłodszych dzieci<br>W zestawie dwa rozmiary obudowy:<br>Krótka dla najmłodszych, standardowa - dla starszych<br>Odporna na zwiększony nacisk irydowa końcówka (A)<br>Ergonomiczny, gumowany uchwyt dla stabilnego trzymania<br>Atrament zmywalny, szybkoschnący<br>Kolor atramentu: niebieski (1 nabój w komplecie)<br>Kolor szary/zielony", "", "", "", "", "http://cdn.pbspolska.eu/product_img/69/990/108341-69990-pioro_wieczne_schneider_base_kid_2018_a_szare-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/990/108342-69990-pioro_wieczne_schneider_base_kid_2018_a_szare-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/990/108343-69990-pioro_wieczne_schneider_base_kid_2018_a_szare-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/990/108344-69990-pioro_wieczne_schneider_base_kid_2018_a_szare-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "SCHNEIDER", "szary/zielony", "", "", "0", "0", "0"
"104565", "104L565 Pióro wieczne SCHNEIDER Base Kid 2018 A", "54", "SR162829", "4004675118974", "104L565", "Artykuły szkolne > Przybory szkolne do pisania > Pióra szkolne", "45.34", "23", "0.00", "Pióro przeznaczone dla najmłodszych dzieci<br>W zestawie dwa rozmiary obudowy:<br>Krótka dla najmłodszych, standardowa - dla starszych<br>Odporna na zwiększony nacisk irydowa końcówka (A)<br>Ergonomiczny, gumowany uchwyt dla stabilnego trzymania<br>Atrament zmywalny, szybkoschnący<br>Kolor atramentu: niebieski (1 nabój w komplecie)<br>Kolor magenta/różowy", "", "", "", "", "http://cdn.pbspolska.eu/product_img/69/991/108345-69991-pioro_wieczne_schneider_base_kid_2018_a_magen-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/991/108346-69991-pioro_wieczne_schneider_base_kid_2018_a_magen-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/991/108347-69991-pioro_wieczne_schneider_base_kid_2018_a_magen-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/991/108348-69991-pioro_wieczne_schneider_base_kid_2018_a_magen-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "", "SCHNEIDER", "magenta/różowy", "", "", "0", "0", "0"
"104566", "104L566 Pióro wieczne SCHNEIDER Base Kid 2018 L", "28", "SR162921", "4004675118998", "104L566", "Artykuły szkolne > Przybory szkolne do pisania > Pióra szkolne", "45.34", "23", "0.00", "Pióro przeznaczone dla najmłodszych dzieci<br>W zestawie dwa rozmiary obudowy:<br>Krótka dla najmłodszych, standardowa - dla starszych<br>Odporna na zwiększony nacisk irydowa końcówka (A)<br>Wersja dla leworęcznych (L)<br>Ergonomiczny, gumowany uchwyt dla stabilnego trzymania<br>Atrament zmywalny, szybkoschnący<br>Kolor atramentu: niebieski (1 nabój w komplecie)<br>Kolor: zielony/niebieski", "", "", "", "", "http://cdn.pbspolska.eu/product_img/69/992/108349-69992-pioro_wieczne_schneider_base_kid_2018_l_szare-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/992/108350-69992-pioro_wieczne_schneider_base_kid_2018_l_szare-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/992/108351-69992-pioro_wieczne_schneider_base_kid_2018_l_szare-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/992/108352-69992-pioro_wieczne_schneider_base_kid_2018_l_szare-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/992/108353-69992-pioro_wieczne_schneider_base_kid_2018_l_szare-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "SCHNEIDER", "szary/zielony", "", "", "0", "0", "0"
"104567", "104L567 Pióro wieczne SCHNEIDER Base Kid 2018 L", "68", "SR162929", "4004675119070", "104L567", "Artykuły szkolne > Przybory szkolne do pisania > Pióra szkolne", "45.34", "23", "0.00", "Pióro przeznaczone dla najmłodszych dzieci<br>W zestawie dwa rozmiary obudowy:<br>Krótka dla najmłodszych, standardowa - dla starszych<br>Odporna na zwiększony nacisk irydowa końcówka (A)<br>Wersja dla leworęcznych (L)<br>Ergonomiczny, gumowany uchwyt dla stabilnego trzymania<br>Atrament zmywalny, szybkoschnący<br>Kolor atramentu: niebieski (1 nabój w komplecie)<br>Kolor magenta/różowy", "", "", "", "", "http://cdn.pbspolska.eu/product_img/69/993/108354-69993-pioro_wieczne_schneider_base_kid_2018_l_magen-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/993/108355-69993-pioro_wieczne_schneider_base_kid_2018_l_magen-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/993/108356-69993-pioro_wieczne_schneider_base_kid_2018_l_magen-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/993/108357-69993-pioro_wieczne_schneider_base_kid_2018_l_magen-800w.jpg", "http://cdn.pbspolska.eu/product_img/69/993/108358-69993-pioro_wieczne_schneider_base_kid_2018_l_magen-800w.jpg", "", "", "", "", "", "", "", "", "", "", "", "SCHNEIDER", "magenta/różowy", "", "", "0", "0", "0"
